age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,Private,152159,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
55,Non-Private,300670,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,1
42,Private,187294,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,53703,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
39,Private,89508,13,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,175130,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
33,Private,106976,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
52,Non-Private,181132,9,Married,Managerial-Specialist,Husband,White,Male,0,1887,40,US,1
22,Private,173004,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,1,US,0
53,Private,129301,10,Married,Other,Husband,White,Male,0,0,45,US,1
31,Private,101266,12,Married,Other,Husband,White,Male,0,0,40,US,0
44,Private,326232,4,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
62,Non-Private,34916,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
18,Non-Private,378036,8,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
47,Private,149700,13,Married,Other,Husband,White,Male,15024,0,40,US,1
46,Private,82946,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
19,Private,277974,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
42,Non-Private,101593,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
18,Private,111476,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Private,206297,13,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,1
27,Private,230959,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
22,Private,256504,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
40,Private,143069,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
43,Non-Private,355856,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,Non-US,0
67,Private,24968,5,Married,Other,Husband,White,Male,0,0,40,US,0
32,Private,195602,13,Married,Other,Husband,White,Male,0,1977,45,US,1
26,Private,37202,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
24,Non-Private,43475,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
45,Private,277434,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
54,Private,123011,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,1
19,Private,148644,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
55,Private,115439,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
25,Non-Private,207342,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
39,Private,190728,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
39,Private,203763,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,80,US,0
33,Private,95530,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
35,Non-Private,207568,4,Married,Other,Husband,White,Male,0,0,75,US,0
33,Private,63079,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
30,Private,110643,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,52,US,0
43,Private,115323,13,Married,Managerial-Specialist,Husband,White,Male,3103,0,40,US,1
57,Non-Private,196126,11,Married,Other,Husband,White,Male,0,0,40,US,1
26,Private,161007,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
21,Private,108670,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27,Non-Private,115705,11,Married,Managerial-Specialist,Husband,White,Male,7298,0,50,US,1
22,Non-Private,199011,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
44,Private,242521,13,Married,Other,Husband,White,Male,7688,0,50,US,1
51,Non-Private,110327,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
37,Non-Private,156261,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
49,Non-Private,125892,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
24,Private,181820,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
31,Private,78662,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
62,Private,115387,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
57,Non-Private,47534,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,1
28,Private,192932,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Private,174844,10,Married,Other,Husband,White,Male,0,0,17,US,0
37,Non-Private,197284,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
55,Non-Private,147098,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,2444,60,US,1
42,Private,296749,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
49,Private,196571,13,Married,Other,Husband,White,Male,0,0,45,US,1
47,Private,408788,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
69,Non-Private,169717,13,Married,Managerial-Specialist,Husband,White,Male,6418,0,45,US,1
33,Non-Private,26543,11,Married,Other,Husband,White,Male,0,0,40,US,1
63,Private,273010,9,Married,Managerial-Specialist,Non-Husband,White,Female,3471,0,40,US,0
41,Private,106900,13,Married,Other,Husband,White,Male,0,0,38,US,0
22,Private,87546,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
22,Private,117789,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
43,Private,412379,10,Non-Married,Other,Non-Husband,White,Female,0,0,28,US,0
27,Non-Private,105830,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
21,Non-Private,24008,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
18,Non-Private,454950,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
68,Private,214521,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,16,US,0
35,Private,27408,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Non-Private,58624,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
58,Private,164857,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,99,US,0
54,Non-Private,261207,4,Non-Married,Other,Non-Husband,White,Male,0,0,45,Non-US,0
25,Non-Private,245369,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
31,Non-Private,226696,11,Married,Other,Husband,White,Male,0,0,60,US,1
38,Non-Private,236687,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
35,Private,455469,13,Married,Other,Husband,Non-White,Male,0,0,40,US,1
72,Non-Private,39110,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,8,Non-US,0
48,Private,151584,9,Non-Married,Other,Non-Husband,White,Male,0,0,46,US,0
48,Private,324655,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
55,Private,199919,9,Married,Other,Husband,White,Male,0,0,15,US,0
25,Private,230292,9,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,167691,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
46,Private,97883,13,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
81,Non-Private,108604,6,Married,Other,Husband,White,Male,0,0,45,US,0
41,Private,397346,10,Married,Other,Husband,White,Male,0,0,50,US,0
55,Private,354923,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28,Non-Private,157437,13,Non-Married,Other,Non-Husband,White,Female,4650,0,48,US,0
60,Private,198170,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
44,Private,196545,13,Married,Other,Husband,White,Male,7298,0,40,US,1
28,Private,82531,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
35,Private,297697,10,Married,Other,Husband,Non-White,Male,0,0,40,US,0
38,Non-Private,357962,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26,Private,200639,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
50,Private,204838,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
39,Private,167882,8,Non-Married,Other,Non-Husband,Non-White,Female,0,0,48,Non-US,0
18,Private,83492,4,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
37,Private,335168,10,Married,Other,Husband,White,Male,0,0,55,US,0
41,Non-Private,229148,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,60,Non-US,0
49,Private,32184,9,Non-Married,Other,Non-Husband,White,Female,0,0,36,US,0
32,Private,124420,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
29,Private,342400,6,Married,Other,Husband,White,Male,0,0,25,US,0
56,Non-Private,53366,7,Married,Other,Husband,White,Male,0,0,20,US,0
19,Non-Private,100999,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
42,Non-Private,227890,13,Married,Managerial-Specialist,Husband,White,Male,0,1485,40,US,0
18,Private,139576,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Private,218956,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
24,Private,500509,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
70,Non-Private,163003,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
25,Private,109390,9,Non-Married,Other,Non-Husband,White,Male,0,0,70,US,0
35,Private,228493,10,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
40,Private,235743,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
59,Private,124137,9,Non-Married,Other,Non-Husband,White,Male,2202,0,40,US,0
26,Private,88449,9,Married,Other,Husband,White,Male,0,0,36,US,0
18,Private,71792,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
43,Private,152958,13,Married,Managerial-Specialist,Husband,White,Male,7298,0,40,US,1
41,Non-Private,176155,11,Married,Other,Husband,White,Male,0,0,40,US,0
37,Non-Private,22201,13,Married,Managerial-Specialist,Husband,Non-White,Male,7298,0,40,Non-US,1
35,Private,191103,9,Married,Other,Husband,White,Male,0,0,40,US,0
28,Private,242832,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,1
34,Non-Private,198068,9,Married,Other,Husband,White,Male,0,0,40,US,0
34,Non-Private,314375,10,Married,Other,Husband,White,Male,0,0,60,US,1
41,Private,182217,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
17,Private,230789,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,22,US,0
55,Non-Private,298449,13,Married,Managerial-Specialist,Husband,White,Male,0,2415,50,US,1
30,Private,189620,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,6849,0,40,Non-US,0
33,Private,63925,3,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
20,Private,186849,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
45,Private,282172,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23,Private,176178,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
32,Private,402089,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,2,US,0
54,Private,140359,4,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,3900,40,US,0
35,Private,107302,14,Married,Other,Husband,White,Male,0,0,40,Non-US,0
26,Private,175540,9,Married,Other,Husband,White,Male,0,0,40,US,0
31,Private,201156,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,1
48,Private,70668,6,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Private,158206,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
36,Private,180667,9,Married,Other,Husband,White,Male,0,1887,60,US,1
39,Private,342642,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
42,Private,202872,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,1
23,Private,205653,13,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
24,Non-Private,174413,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1974,40,US,0
34,Private,301251,13,Married,Other,Husband,White,Male,0,0,50,US,1
27,Private,189702,4,Married,Other,Husband,White,Male,0,0,40,US,0
27,Non-Private,246372,9,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,395297,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,Non-US,0
34,Non-Private,149368,15,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
33,Private,82623,9,Married,Other,Husband,White,Male,4386,0,48,US,1
54,Non-Private,108435,13,Married,Other,Husband,White,Male,0,0,50,US,1
34,Private,92682,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,4865,0,40,US,0
58,Private,115605,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
59,Non-Private,51662,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
30,Private,196385,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,35,US,1
19,Private,272063,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
41,Non-Private,38434,14,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
53,Non-Private,227836,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
39,Non-Private,52401,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
23,Non-Private,101094,10,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
25,Private,122175,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
29,Non-Private,157313,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Private,106043,9,Married,Other,Husband,Non-White,Male,0,0,40,US,1
39,Non-Private,199753,13,Married,Other,Husband,White,Male,0,0,60,US,0
52,Private,200853,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,6849,0,60,US,0
66,Non-Private,212456,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
40,Private,51151,11,Married,Other,Husband,White,Male,0,0,40,US,0
45,Private,189564,13,Married,Other,Non-Husband,White,Female,0,0,42,US,1
41,Non-Private,200479,9,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
33,Private,290763,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
27,Private,288341,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
24,Private,199883,10,Married,Other,Husband,White,Male,0,0,60,US,0
25,Private,210794,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Private,632613,6,Married,Other,Husband,White,Male,0,0,35,Non-US,0
27,Private,38599,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,196338,5,Non-Married,Other,Non-Husband,White,Female,0,0,16,Non-US,0
45,Private,72896,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
57,Private,135339,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
49,Non-Private,126268,13,Married,Other,Husband,White,Male,0,0,50,US,0
68,Non-Private,31661,9,Married,Other,Husband,White,Male,0,0,65,US,0
40,Private,198270,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Private,74631,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
28,Private,183523,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
34,Private,132835,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
35,Private,340428,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,1
35,Private,29874,10,Married,Other,Husband,White,Male,0,0,40,US,0
62,Private,210935,9,Married,Other,Husband,White,Male,0,0,20,US,0
23,Non-Private,129232,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26,Private,262656,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
54,Private,143865,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
35,Non-Private,153066,9,Married,Other,Husband,White,Male,0,0,60,US,1
38,Non-Private,231491,9,Married,Other,Husband,White,Male,0,0,50,US,1
25,Private,161007,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
44,Private,180609,10,Non-Married,Other,Non-Husband,White,Male,0,0,42,US,0
55,Non-Private,199713,13,Married,Managerial-Specialist,Husband,White,Male,0,0,15,US,0
60,Non-Private,198815,12,Married,Managerial-Specialist,Husband,White,Male,0,0,20,Non-US,0
56,Non-Private,162130,3,Married,Managerial-Specialist,Husband,White,Male,0,1887,67,US,1
51,Private,63081,12,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
46,Private,106255,10,Married,Other,Husband,White,Male,0,0,40,US,0
55,Private,223613,2,Non-Married,Other,Non-Husband,White,Female,0,0,30,Non-US,0
35,Private,199753,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,48,US,0
37,Private,73715,10,Married,Other,Husband,White,Male,0,0,40,US,1
41,Private,349703,12,Married,Other,Husband,Non-White,Male,0,0,40,US,0
22,Private,54164,9,Non-Married,Other,Non-Husband,White,Male,14084,0,60,US,1
51,Private,250423,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
20,Private,205895,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
24,Private,437666,9,Married,Other,Husband,White,Male,2885,0,50,US,0
24,Private,39615,13,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
49,Private,188823,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,42,US,0
35,Private,42044,9,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
49,Non-Private,174981,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,47,US,1
17,Private,206010,8,Non-Married,Other,Non-Husband,White,Female,0,0,8,US,0
22,Private,268707,7,Married,Managerial-Specialist,Non-Husband,White,Male,0,0,42,US,0
30,Private,175323,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,52,US,0
17,Non-Private,140240,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
17,Private,121037,8,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
54,Non-Private,169785,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
50,Private,154043,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
23,Private,103632,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
49,Private,28171,14,Married,Other,Husband,White,Male,15024,0,78,US,1
45,Private,175925,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
38,Private,359001,11,Married,Managerial-Specialist,Husband,White,Male,0,0,42,US,0
21,Private,232591,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
34,Private,223212,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,Non-US,0
57,Private,317969,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
22,Private,339644,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Non-Private,190174,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
45,Private,34127,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
60,Private,40856,11,Married,Other,Husband,White,Male,0,0,46,US,1
56,Private,118993,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
61,Private,101500,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
41,Private,113823,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
40,Private,203761,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
61,Private,219701,8,Non-Married,Other,Non-Husband,White,Male,0,0,37,Non-US,0
39,Non-Private,316582,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
72,Non-Private,243769,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1429,20,US,0
41,Non-Private,289636,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,48,US,0
