age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
61,0,F,African-American,Male,12,241,1
26,0,M,African-American,Male,1,7,1
25,1,F,African-American,Male,5,236,0
29,0,F,African-American,Male,0,0,1
40,0,F,Other,Male,4,1,0
43,1,F,African-American,Male,8,1,1
61,0,F,Other,Male,10,22,0
26,1,M,Other,Male,0,5,0
49,1,F,Other,Male,1,5,1
46,0,F,Other,Male,0,0,1
30,0,F,African-American,Female,4,0,1
29,1,F,Other,Male,10,2,0
25,1,M,Other,Male,2,11,0
36,1,F,Other,Female,3,1,1
29,0,F,Other,Male,1,2,1
28,1,F,Other,Female,7,1,0
27,0,F,African-American,Female,0,0,1
25,1,M,Other,Female,1,0,1
29,0,F,Other,Male,2,3,1
40,0,M,Other,Female,2,3,1
42,1,F,African-American,Female,8,1,0
26,0,M,Other,Male,5,5,0
60,0,F,African-American,Male,0,2,1
32,0,M,Other,Female,0,10,1
27,0,M,African-American,Male,1,0,1
52,1,F,African-American,Male,17,29,0
44,1,F,Other,Male,1,0,1
20,0,F,African-American,Male,1,2,0
27,0,F,African-American,Male,7,4,0
30,1,F,Other,Female,9,4,1
27,1,F,African-American,Male,8,1,0
28,0,F,Other,Male,1,3,1
22,0,F,Other,Male,0,1,1
21,0,F,African-American,Female,0,1,0
25,0,F,Other,Male,4,183,1
35,1,F,Other,Male,6,1,0
32,0,F,African-American,Male,0,24,0
43,0,F,Other,Male,4,47,0
53,0,F,Other,Male,1,21,1
40,0,M,Other,Male,0,-1,1
30,1,F,Other,Male,0,37,0
22,1,F,African-American,Male,0,1,0
48,1,F,African-American,Male,5,242,0
32,1,F,African-American,Male,14,1,0
52,1,M,African-American,Male,0,4,0
30,0,F,African-American,Male,0,0,0
24,1,F,African-American,Male,2,10,1
21,1,F,African-American,Male,0,4,1
24,1,M,African-American,Male,2,49,0
26,1,F,Other,Male,1,16,1
31,1,M,Other,Male,6,0,1
33,0,F,Other,Male,0,1,1
31,1,F,African-American,Male,16,52,0
40,1,F,African-American,Male,0,4,0
32,1,M,Other,Female,0,7,1
26,1,F,African-American,Male,7,1,0
31,0,F,African-American,Male,15,135,0
38,1,F,African-American,Male,7,6,1
53,0,M,African-American,Male,1,0,1
52,0,M,African-American,Male,1,9,1
61,0,F,Other,Male,0,0,1
54,0,M,African-American,Male,2,0,1
30,1,F,African-American,Male,7,602,0
29,1,F,African-American,Male,3,0,1
38,0,F,Other,Male,5,1,1
51,1,F,African-American,Male,22,34,0
34,0,M,Other,Male,0,76,1
30,0,F,African-American,Male,1,0,1
22,1,F,Other,Male,6,0,0
38,0,M,Other,Male,2,29,1
48,0,M,Other,Female,0,0,1
37,1,F,African-American,Male,8,1,0
23,1,F,Other,Female,0,1,0
53,0,F,African-American,Male,13,91,0
49,0,F,Other,Male,0,1,0
58,1,F,Other,Male,5,1,1
39,0,F,Other,Male,3,2,1
59,1,F,African-American,Male,4,1,1
65,0,F,Other,Female,1,-1,1
41,0,M,Other,Male,2,1,1
23,1,F,African-American,Male,8,255,0
55,1,F,African-American,Male,5,3,1
69,0,M,African-American,Male,3,0,1
49,0,F,Other,Female,8,8,1
38,0,F,African-American,Male,3,1,0
27,1,F,Other,Male,2,6,0
57,0,F,Other,Male,0,-1,1
40,0,F,Other,Female,0,0,1
27,0,F,Other,Male,6,1,1
25,1,M,African-American,Male,0,-1,0
31,1,M,Other,Male,4,26,0
46,0,F,Other,Male,0,1,1
39,0,M,Other,Male,0,18,1
38,1,F,Other,Male,1,1,1
31,0,F,African-American,Female,3,61,0
24,0,F,Other,Female,2,0,0
20,0,F,Other,Male,0,1,1
26,0,F,Other,Male,4,-1,0
28,0,F,Other,Male,1,0,1
53,1,F,Other,Female,4,0,1
23,0,F,Other,Male,0,1,1
38,1,F,Other,Male,3,1,0
41,1,F,Other,Male,1,0,1
37,0,F,African-American,Female,7,1,1
52,0,F,African-American,Female,0,0,1
23,0,M,Other,Female,0,0,0
24,0,M,Other,Male,2,0,1
22,0,F,Other,Female,1,2,0
23,1,F,African-American,Male,0,0,1
35,0,M,Other,Female,0,1,1
47,0,M,Other,Female,0,0,1
44,0,M,African-American,Male,1,0,1
25,1,F,African-American,Male,3,2,0
33,0,M,Other,Female,2,2,1
21,1,F,African-American,Male,2,8,0
57,0,F,Other,Male,7,151,1
50,0,F,Other,Male,8,172,1
25,0,F,Other,Male,3,7,0
29,0,F,African-American,Male,16,17,0
31,1,F,African-American,Male,9,0,0
25,0,M,African-American,Male,0,0,0
54,0,F,Other,Male,0,2,1
25,1,F,African-American,Male,4,0,0
20,0,M,Other,Female,0,1,0
32,0,F,Other,Male,2,0,1
24,0,F,African-American,Male,0,2,0
27,0,M,Other,Male,0,0,1
26,1,F,African-American,Male,2,4,1
74,0,M,Other,Male,0,0,1
28,1,M,African-American,Male,5,51,0
25,0,F,African-American,Male,1,1,0
38,1,F,African-American,Female,7,39,0
31,0,M,African-American,Male,0,1,0
53,0,F,African-American,Female,0,0,1
27,1,F,African-American,Male,10,1,0
28,0,F,African-American,Male,1,0,1
56,0,F,Other,Male,1,15,1
32,0,M,Other,Female,0,2,1
58,1,F,African-American,Male,16,68,0
26,1,F,Other,Male,0,2,1
20,0,M,African-American,Male,1,0,1
24,1,M,African-American,Male,1,-1,1
24,1,F,African-American,Male,0,6,0
46,0,F,Other,Female,2,3,1
37,1,F,African-American,Male,20,35,0
32,1,F,African-American,Female,3,0,1
26,0,M,Other,Female,2,0,0
36,0,M,Other,Male,1,0,1
33,0,F,African-American,Male,1,0,1
48,0,F,African-American,Male,4,0,0
51,1,F,Other,Male,1,0,1
28,1,F,African-American,Male,5,0,0
27,0,M,African-American,Male,0,1,1
33,1,F,Other,Female,3,1,0
21,0,F,African-American,Female,0,0,0
19,1,F,Other,Female,2,22,0
32,0,F,Other,Male,1,0,1
34,0,M,African-American,Male,2,25,1
23,1,M,Other,Male,2,19,0
23,0,M,Other,Female,0,0,0
29,1,F,Other,Male,1,0,1
29,0,F,African-American,Male,4,80,0
51,0,M,African-American,Male,5,0,1
36,1,F,Other,Male,9,19,0
41,1,F,Other,Male,0,1,1
19,1,M,Other,Male,0,1,0
58,0,F,Other,Male,0,0,1
27,1,M,Other,Male,1,28,0
40,0,F,Other,Male,6,0,1
28,1,F,Other,Male,2,10,1
22,1,F,African-American,Male,1,-1,0
24,0,M,Other,Female,0,0,0
35,0,F,African-American,Male,5,0,1
50,0,F,African-American,Female,1,1,1
26,1,F,African-American,Male,1,0,0
22,0,M,Other,Male,0,0,0
60,0,F,African-American,Male,0,218,1
29,0,M,African-American,Male,0,1,1
21,1,F,African-American,Male,0,0,1
46,1,F,Other,Male,6,22,1
23,1,F,African-American,Male,6,135,0
38,0,F,African-American,Male,2,1,1
21,1,F,African-American,Male,1,11,0
20,0,F,African-American,Female,1,2,0
28,1,M,African-American,Male,3,1,0
41,1,M,Other,Male,5,0,1
32,0,M,African-American,Male,2,1,0
45,0,M,Other,Male,0,2,1
35,0,M,African-American,Male,0,1,1
33,1,F,Other,Male,3,14,0
49,0,F,Other,Female,0,0,1
23,0,F,African-American,Female,0,0,0
26,0,F,African-American,Female,3,0,0
22,1,F,African-American,Male,2,16,1
54,0,F,African-American,Male,10,30,0
20,1,F,African-American,Male,0,209,0
22,1,F,Other,Male,1,19,0
31,0,F,African-American,Male,6,41,1
51,1,F,African-American,Male,15,34,0
26,1,F,Other,Male,9,0,0
24,1,F,African-American,Male,2,0,0
23,0,F,African-American,Female,0,2,0
38,0,M,Other,Female,0,1,1
21,1,F,African-American,Male,0,1,0
45,0,M,African-American,Male,0,0,1
39,0,M,Other,Male,0,1,0
37,1,F,African-American,Male,26,1,0
30,0,F,Other,Male,3,25,1
23,0,M,Other,Male,0,2,1
30,1,F,African-American,Male,12,-1,0
35,1,F,Other,Male,2,2,1
59,0,F,Other,Male,2,12,1
31,0,F,African-American,Female,0,-1,1
46,1,F,Other,Male,5,-1,0
30,1,F,African-American,Male,9,50,0
29,0,F,African-American,Male,0,0,1
33,1,F,Other,Male,5,119,0
59,0,M,African-American,Female,0,0,1
44,1,M,Other,Male,1,0,1
28,1,F,African-American,Male,9,1,0
32,1,M,Other,Female,8,7,0
52,1,F,Other,Male,9,33,0
26,0,F,Other,Male,0,0,1
37,0,F,African-American,Female,0,37,0
27,1,F,African-American,Male,15,48,0
21,0,M,Other,Male,2,27,0
23,1,F,Other,Male,0,0,0
24,1,F,Other,Male,3,97,0
32,1,M,Other,Male,0,17,0
44,0,M,Other,Male,2,-1,1
34,0,F,Other,Male,0,108,1
24,1,F,African-American,Female,2,3,0
44,0,F,Other,Male,3,0,0
25,1,F,African-American,Female,2,0,0
33,1,F,Other,Male,9,49,0
33,1,F,Other,Male,0,0,0
34,1,F,Other,Male,4,31,1
35,1,F,African-American,Male,16,191,0
38,0,F,Other,Male,0,7,1
27,1,F,Other,Male,5,6,0
19,1,F,African-American,Female,1,434,0
28,1,F,African-American,Male,7,0,0
35,0,F,Other,Male,0,101,0
21,0,F,African-American,Male,1,29,0
27,0,M,Other,Male,0,1,1
29,1,F,African-American,Male,9,4,0
30,1,F,African-American,Male,0,1,1
42,0,M,Other,Male,0,3,1
35,0,M,Other,Male,0,1,1
48,1,F,Other,Male,20,46,0
25,0,F,African-American,Female,1,4,1
56,0,M,African-American,Male,9,0,0
25,0,F,Other,Male,1,1,0
30,0,M,African-American,Male,2,5,1
28,1,F,Other,Male,3,1,1
27,0,F,Other,Female,0,1,1
34,1,F,African-American,Male,9,17,0
28,0,F,Other,Male,1,1,0
20,1,F,Other,Female,4,2,0
37,1,F,Other,Male,6,1,1
30,1,F,African-American,Male,11,1,0
27,1,M,Other,Female,0,0,1
31,0,F,Other,Female,2,1,1
26,0,F,African-American,Male,2,1,1
38,1,F,African-American,Male,3,4,1
26,1,M,African-American,Female,2,0,1
21,0,F,Other,Male,0,28,1
24,1,F,African-American,Female,3,1,0
20,1,F,Other,Male,0,8,0
23,0,M,Other,Male,0,0,0
57,0,F,Other,Male,2,9,1
53,0,F,Other,Male,1,1,1
25,0,F,Other,Male,2,9,0
34,1,F,African-American,Male,20,26,0
33,1,M,African-American,Male,4,1,0
61,0,F,Other,Female,0,1,1
25,1,F,African-American,Male,0,2,1
46,0,M,Other,Male,1,1,1
49,1,F,Other,Male,8,3,0
36,1,F,Other,Male,0,0,1
31,1,M,African-American,Female,0,1,0
32,1,M,African-American,Male,4,1,1
24,1,F,Other,Male,5,5,0
41,0,M,African-American,Female,0,0,1
25,1,M,Other,Male,0,1,1
24,0,M,African-American,Male,0,0,1
54,0,M,Other,Male,0,0,1
40,0,F,African-American,Male,0,1,1
35,0,F,Other,Male,13,4,0
25,1,F,African-American,Male,8,29,0
29,1,F,African-American,Male,7,2,0
43,0,M,Other,Female,0,0,1
22,0,F,Other,Male,0,3,1
24,0,F,African-American,Male,0,-1,1
23,1,F,African-American,Female,0,3,1
56,0,F,Other,Male,1,1,1
41,0,F,African-American,Male,0,3,1
26,0,M,African-American,Male,0,2,1
27,1,F,African-American,Male,5,3,1
27,0,F,African-American,Male,0,0,0
23,0,F,Other,Male,0,1,1
34,0,M,Other,Female,4,0,1
45,0,F,Other,Male,2,358,1
25,0,F,Other,Male,7,0,0
47,1,M,Other,Male,3,5,0
60,1,M,Other,Male,0,3,1
51,0,M,African-American,Male,4,7,1
67,0,M,Other,Male,0,0,1
46,0,M,African-American,Male,0,1,1
52,0,M,Other,Female,0,0,1
21,1,F,African-American,Male,0,1,0
28,1,M,African-American,Male,12,1,0
37,0,M,Other,Male,2,1,1
29,0,M,Other,Female,0,0,1
24,1,F,African-American,Male,7,0,0
48,0,M,Other,Male,0,1,1
48,0,F,Other,Male,1,21,1
22,1,F,Other,Male,3,142,0
23,0,F,Other,Male,2,0,1
27,0,M,African-American,Male,0,1,1
23,1,M,African-American,Male,2,1,1
33,0,M,Other,Male,0,1,1
34,1,F,African-American,Female,1,116,0
22,1,M,Other,Male,0,0,1
51,0,F,Other,Female,0,1,0
37,1,F,African-American,Male,2,0,1
39,0,M,Other,Male,0,0,1
51,0,M,African-American,Male,2,1,1
53,0,F,African-American,Female,3,2,1
33,0,F,African-American,Male,2,258,0
55,1,M,African-American,Male,9,3,1
23,1,F,African-American,Male,0,2,0
26,0,M,Other,Female,1,5,1
25,1,F,Other,Male,3,1,0
24,0,F,African-American,Female,3,0,0
27,1,F,African-American,Male,3,9,0
34,1,F,African-American,Male,5,5,1
25,0,F,Other,Male,1,0,1
30,0,F,African-American,Male,0,0,0
34,1,M,African-American,Male,2,23,1
49,1,F,African-American,Male,1,19,1
49,1,F,Other,Male,5,3,0
34,1,M,African-American,Male,0,2,1
53,0,F,Other,Male,1,0,1
26,1,F,Other,Female,4,0,1
28,1,M,African-American,Male,4,0,1
24,1,F,Other,Male,0,0,1
35,1,F,Other,Male,4,31,1
78,1,M,Other,Male,1,0,1
28,1,F,Other,Male,5,20,0
21,1,F,African-American,Male,1,242,0
21,0,F,Other,Male,1,0,0
21,0,F,African-American,Male,0,0,1
31,1,M,African-American,Male,9,0,0
20,1,F,Other,Male,1,40,0
31,0,M,Other,Female,0,0,1
49,0,F,Other,Male,4,5,1
28,1,F,African-American,Male,5,51,0
41,0,F,African-American,Male,0,0,1
55,1,M,African-American,Male,0,0,1
42,1,F,African-American,Male,0,7,0
27,0,M,African-American,Male,1,2,0
57,0,F,Other,Male,3,1,1
40,0,F,African-American,Male,21,29,0
25,0,M,African-American,Male,0,1,1
57,0,M,African-American,Female,0,77,1
23,1,M,African-American,Female,0,0,1
49,0,M,Other,Male,2,1,1
24,1,M,African-American,Male,2,0,1
25,0,M,Other,Male,0,4,1
38,0,F,Other,Male,1,4,1
26,1,F,African-American,Male,0,-1,1
32,0,F,African-American,Male,8,4,1
30,0,F,Other,Male,3,65,1
26,0,F,African-American,Male,0,1,1
24,0,F,Other,Male,0,2,1
32,1,F,African-American,Male,7,51,0
48,0,F,African-American,Male,1,0,1
28,1,F,African-American,Male,1,0,1
23,0,F,African-American,Male,0,2,1
40,1,F,African-American,Male,5,30,0
31,0,M,Other,Male,7,1,1
22,0,M,Other,Female,0,-1,1
39,1,M,African-American,Male,6,35,0
25,0,F,African-American,Male,1,0,0
20,1,F,Other,Male,0,1,0
23,0,M,Other,Male,0,0,1
39,0,F,Other,Male,1,1,1
26,0,F,Other,Male,2,1,1
45,0,M,Other,Male,0,1,1
36,1,M,Other,Male,2,2,1
24,1,M,African-American,Male,2,24,0
26,1,M,African-American,Male,1,13,0
28,0,F,Other,Male,0,0,1
24,0,F,Other,Male,0,2,0
25,1,F,African-American,Male,2,0,0
25,1,M,African-American,Male,2,0,0
34,1,F,African-American,Male,0,10,1
55,0,M,Other,Male,11,57,0
25,0,M,African-American,Male,2,2,0
59,1,F,Other,Male,1,1,1
34,0,M,Other,Male,0,0,1
48,1,F,African-American,Male,7,2,0
22,1,M,African-American,Female,0,0,0
30,1,F,African-American,Male,0,0,1
35,1,F,Other,Male,0,87,1
33,1,F,Other,Male,2,0,1
35,0,M,African-American,Male,1,1,0
38,0,F,African-American,Male,3,1,1
28,1,F,Other,Male,3,37,0
34,0,M,Other,Male,1,0,1
47,1,F,Other,Male,28,33,0
24,0,F,African-American,Male,0,0,1
40,0,F,African-American,Male,3,1,1
41,0,M,African-American,Male,1,1,1
44,0,F,Other,Male,3,0,1
31,0,F,African-American,Male,0,-1,0
50,1,F,Other,Female,3,0,1
25,0,M,Other,Female,0,0,1
53,0,M,Other,Female,1,0,1
23,1,F,African-American,Male,2,6,0
26,0,M,Other,Male,2,-1,1
21,1,M,African-American,Female,0,0,0
55,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,2,1,1
32,0,F,Other,Female,1,2,1
37,1,F,African-American,Male,22,81,0
49,1,M,Other,Female,2,11,1
29,0,M,Other,Male,2,0,1
21,0,F,Other,Male,0,0,0
51,1,M,Other,Male,2,0,1
39,0,M,African-American,Male,0,0,1
36,0,M,Other,Male,2,0,1
46,0,F,African-American,Male,2,0,0
31,0,F,Other,Male,0,2,1
29,0,F,African-American,Male,2,160,0
31,0,M,Other,Male,3,0,0
34,0,M,African-American,Male,5,2,0
22,1,F,African-American,Male,2,1,0
31,1,F,Other,Male,9,116,0
23,1,M,African-American,Male,2,7,0
49,0,F,Other,Male,0,0,1
22,0,F,Other,Female,2,0,1
23,0,M,African-American,Male,3,6,0
34,0,M,Other,Male,1,0,0
40,0,F,Other,Male,0,19,1
21,0,F,Other,Male,1,1,1
26,0,F,African-American,Male,1,1,0
34,1,F,Other,Male,14,40,0
37,0,M,Other,Female,2,1,1
20,0,F,African-American,Male,0,0,1
29,1,M,Other,Male,7,27,0
30,1,F,African-American,Female,8,45,0
51,0,M,Other,Male,4,0,1
28,1,M,African-American,Male,0,0,1
38,1,F,African-American,Male,0,0,1
36,0,F,Other,Male,1,40,1
33,0,M,Other,Female,0,0,1
45,0,F,Other,Male,8,1,0
36,0,M,Other,Female,0,0,1
21,1,F,Other,Male,2,0,0
27,1,M,African-American,Female,2,1,1
26,0,F,Other,Male,0,0,1
35,0,M,African-American,Male,1,1,1
52,0,M,Other,Male,2,1,1
49,0,M,African-American,Male,0,0,1
52,1,F,African-American,Male,3,24,0
32,1,F,Other,Male,5,55,0
22,1,F,African-American,Male,12,35,0
41,0,F,African-American,Male,13,2,0
31,0,F,Other,Female,1,0,1
63,0,F,Other,Male,2,3,1
40,0,F,African-American,Male,1,1,1
42,0,F,African-American,Male,2,0,0
37,1,F,Other,Male,6,23,0
22,0,F,African-American,Male,3,0,0
38,0,F,Other,Female,0,2,1
22,0,F,African-American,Male,0,35,0
25,1,F,African-American,Male,3,1,0
32,0,F,Other,Male,6,0,0
25,1,F,African-American,Male,4,86,0
62,0,M,Other,Male,3,0,1
35,1,F,Other,Male,0,40,0
36,0,F,Other,Male,1,0,1
44,0,M,Other,Male,4,1,1
67,0,F,African-American,Female,0,1,1
31,0,M,Other,Male,0,0,0
34,1,F,African-American,Male,3,0,0
27,0,F,Other,Male,1,1,0
27,0,M,African-American,Male,0,1,1
24,0,F,African-American,Female,1,0,0
22,0,M,African-American,Female,1,-1,1
25,1,M,Other,Female,2,0,1
32,1,M,Other,Male,0,0,1
27,1,F,African-American,Male,17,1,0
26,1,M,African-American,Male,1,29,0
33,1,M,Other,Male,0,0,1
27,0,F,African-American,Male,2,83,0
38,1,M,Other,Female,1,16,0
30,0,M,African-American,Female,0,-1,1
20,1,F,African-American,Male,4,1,0
33,0,M,Other,Male,0,0,1
25,1,M,African-American,Female,1,1,0
30,1,F,African-American,Male,1,1,1
36,0,M,Other,Male,1,14,0
21,1,F,African-American,Male,2,28,0
35,0,M,Other,Male,0,1,1
24,0,F,African-American,Male,1,0,1
37,0,M,African-American,Male,0,0,1
24,1,F,African-American,Male,0,9,1
37,1,M,Other,Male,4,0,0
64,0,F,Other,Male,1,7,1
36,1,F,Other,Male,1,18,1
51,0,F,Other,Male,1,17,1
28,0,M,African-American,Male,2,0,0
28,1,F,African-American,Male,25,25,0
24,1,F,African-American,Male,14,180,0
38,0,M,African-American,Male,1,3,1
28,1,F,Other,Male,0,37,0
35,0,F,Other,Male,12,10,0
57,0,F,Other,Male,1,0,1
20,1,F,Other,Male,0,3,1
83,0,M,Other,Male,0,0,1
26,1,F,Other,Male,2,-1,1
37,1,F,Other,Female,2,1,0
66,1,F,Other,Male,1,4,1
29,0,M,African-American,Male,2,0,0
28,1,F,Other,Male,16,29,0
21,1,F,African-American,Male,1,1,0
55,1,M,African-American,Male,10,4,0
30,0,M,African-American,Male,0,1,0
38,0,F,Other,Male,0,1,1
57,1,F,Other,Male,14,19,1
22,0,M,Other,Female,0,0,0
59,0,M,African-American,Male,4,0,1
25,1,F,African-American,Male,4,19,0
50,0,F,African-American,Male,7,0,1
25,0,F,African-American,Male,1,0,1
66,0,F,Other,Male,0,1,1
28,1,M,African-American,Female,1,0,1
25,1,F,Other,Male,1,68,1
21,1,F,Other,Male,0,-1,1
45,0,F,African-American,Male,6,1,1
36,1,F,African-American,Female,1,0,1
33,1,F,African-American,Male,3,7,0
55,0,M,Other,Male,0,2,1
21,1,M,African-American,Male,0,1,1
25,0,F,African-American,Male,2,1,0
20,1,F,African-American,Male,0,0,0
29,1,F,African-American,Male,0,1,1
27,1,M,African-American,Female,1,16,0
26,0,F,African-American,Male,1,1,1
22,0,F,Other,Male,0,1,0
38,0,F,African-American,Male,15,55,0
56,0,F,Other,Female,1,1,1
27,0,F,African-American,Male,0,2,0
42,0,F,African-American,Male,8,1,0
40,0,F,African-American,Male,2,1,1
20,1,F,Other,Male,1,13,0
31,1,F,African-American,Male,16,0,0
46,1,F,African-American,Male,2,9,1
21,0,F,African-American,Male,1,1,0
21,1,M,Other,Male,0,3,0
25,1,F,Other,Male,4,5,1
24,1,F,African-American,Male,1,0,1
41,1,M,African-American,Male,4,-1,1
27,1,F,African-American,Male,6,10,0
44,0,F,African-American,Male,0,1,1
24,1,F,Other,Male,1,21,0
25,1,F,African-American,Male,15,2,0
22,1,F,Other,Male,0,1,1
38,1,F,African-American,Male,2,2,1
52,0,F,African-American,Female,8,43,0
52,0,F,Other,Male,1,0,1
56,0,F,Other,Male,4,7,1
30,1,F,African-American,Male,8,64,0
25,0,M,Other,Male,0,0,1
32,1,F,African-American,Male,3,2,1
23,1,F,African-American,Male,3,44,0
26,0,F,Other,Male,2,0,0
27,1,F,African-American,Male,5,0,0
50,0,F,African-American,Male,0,2,1
28,1,M,African-American,Male,0,0,1
24,1,F,Other,Female,2,1,1
28,0,F,African-American,Male,0,0,1
42,0,F,Other,Male,0,0,1
26,0,M,Other,Female,0,0,1
49,1,M,African-American,Male,1,0,1
36,1,F,African-American,Female,13,33,0
37,1,M,Other,Male,4,82,1
52,1,F,Other,Male,4,7,1
60,0,F,African-American,Male,1,0,1
24,0,F,Other,Male,6,7,0
22,1,F,Other,Male,1,1,0
47,0,F,African-American,Male,1,49,1
36,1,F,African-American,Male,1,31,0
56,1,M,African-American,Female,2,0,1
31,1,M,African-American,Male,25,117,0
52,0,F,Other,Female,1,3,1
31,0,F,African-American,Male,0,0,0
37,1,M,Other,Female,0,1,1
31,1,F,Other,Male,1,1,1
49,1,F,African-American,Male,10,9,1
22,1,M,African-American,Female,2,34,0
22,0,F,Other,Female,1,1,0
40,1,F,Other,Male,4,15,1
30,1,F,Other,Male,0,0,1
24,1,M,Other,Female,3,0,0
30,1,M,Other,Male,2,0,1
27,0,F,Other,Male,2,0,0
24,0,M,Other,Male,0,0,1
31,1,M,Other,Male,3,1,1
70,0,F,Other,Female,0,0,1
24,0,F,African-American,Male,0,0,1
40,0,F,Other,Male,5,0,1
21,1,F,Other,Male,0,2,0
57,0,F,African-American,Male,11,140,0
27,0,F,African-American,Female,1,26,0
51,1,F,Other,Male,7,14,1
45,0,M,Other,Male,0,-1,1
35,0,F,African-American,Female,1,1,1
53,1,F,African-American,Male,3,5,0
31,1,F,Other,Male,5,0,0
28,1,M,African-American,Male,5,1,0
32,1,F,African-American,Male,4,1,0
22,0,M,African-American,Male,0,3,0
28,0,M,African-American,Female,0,0,1
62,0,F,Other,Male,0,1,1
24,0,F,Other,Female,1,1,0
36,1,F,Other,Female,7,7,0
37,0,F,African-American,Male,0,13,1
40,1,F,African-American,Male,1,0,1
58,0,F,Other,Male,2,4,1
36,1,M,Other,Male,0,1,1
26,0,F,Other,Male,0,0,1
43,0,F,African-American,Male,23,102,0
52,1,M,African-American,Male,9,38,0
31,0,M,Other,Male,1,0,1
53,0,M,Other,Male,1,1,1
65,1,F,Other,Male,1,0,1
21,1,F,Other,Male,1,1,0
32,1,M,Other,Male,4,1,1
39,0,F,African-American,Male,8,40,1
43,1,M,Other,Male,3,2,1
37,0,M,Other,Male,1,1,0
23,1,F,Other,Male,6,5,0
49,0,M,African-American,Male,4,35,1
24,0,F,Other,Male,0,1,0
21,1,M,African-American,Male,0,0,1
29,1,F,African-American,Male,8,2,0
24,0,F,Other,Male,5,1,0
55,0,F,Other,Male,0,0,1
27,0,F,African-American,Male,2,0,1
42,1,M,African-American,Male,0,1,1
23,1,F,African-American,Male,3,3,0
22,0,F,African-American,Female,0,1,0
30,0,F,Other,Male,2,0,1
35,0,M,Other,Female,0,0,1
29,1,F,African-American,Male,8,6,0
49,0,F,African-American,Male,4,1,1
29,1,F,African-American,Male,10,0,0
21,0,M,African-American,Male,1,0,0
29,1,F,African-American,Male,3,1,1
41,0,F,African-American,Male,1,2,1
31,1,F,Other,Male,2,13,1
52,0,M,Other,Male,4,0,1
25,0,M,Other,Female,0,0,1
56,0,F,African-American,Male,1,0,1
30,0,M,Other,Male,0,0,1
31,0,F,African-American,Male,1,0,0
38,0,M,Other,Male,2,28,1
25,0,F,Other,Female,0,1,1
28,1,F,African-American,Male,10,20,0
26,0,M,African-American,Male,0,1,1
22,0,F,African-American,Male,1,43,0
31,0,F,African-American,Male,6,0,0
23,1,M,Other,Male,0,4,0
35,1,M,African-American,Male,17,2,0
39,1,F,Other,Male,4,0,1
35,0,F,Other,Male,2,8,1
24,1,F,African-American,Male,1,1,1
24,1,F,African-American,Male,3,1,1
21,1,F,Other,Male,0,1,0
22,1,F,African-American,Male,0,0,1
47,0,M,Other,Female,0,0,1
31,0,M,African-American,Male,0,3,1
37,0,F,Other,Female,1,1,1
25,0,F,African-American,Female,1,4,1
30,1,M,Other,Male,0,1,1
27,1,F,Other,Male,0,27,0
27,1,F,African-American,Female,2,4,0
34,0,M,Other,Male,3,5,1
24,1,M,African-American,Male,0,0,0
34,1,F,Other,Male,0,1,1
60,0,M,Other,Male,1,1,1
30,0,M,African-American,Male,2,18,1
